GO_slim_term,Count,Percent,GO_slim_term_description,module,Ontology,ChildTerm,GO_child_term_description,Annotated,Significant,Expected,weightFisher,Class,GeneList
GO:0006351,1,2.5,DNA-templated transcription,brown,BP,GO:0006357,regulation of transcription by RNA polym...,977,454,399.27,1.4e-4,Biological_Process,"Acropora_000033,Acropora_000207,Acropora_000239,Acropora_000261,Acropora_000323,Acropora_000333,Acropora_000392,Acropora_000407,Acropora_000422,Acropora_000508,Acropora_000512,Acropora_000580,Acropora_000581,Acropora_000680,Acropora_000703,Acropora_000710,Acropora_000716,Acropora_000746,Acropora_000796,Acropora_000862,Acropora_000867,Acropora_001163,Acropora_001209,Acropora_001356,Acropora_001518,Acropora_001605,Acropora_001617,Acropora_001779,Acropora_001867,Acropora_001873,Acropora_001986,Acropora_002092,Acropora_002110,Acropora_002160,Acropora_002194,Acropora_002204,Acropora_002212,Acropora_002223,Acropora_002224,Acropora_002306,Acropora_002323,Acropora_002415,Acropora_002488,Acropora_002498,Acropora_002611,Acropora_002617,Acropora_002814,Acropora_002818,Acropora_003079,Acropora_003107,Acropora_003235,Acropora_003305,Acropora_003306,Acropora_003350,Acropora_003380,Acropora_003449,Acropora_003462,Acropora_003502,Acropora_003534,Acropora_003632,Acropora_003635,Acropora_003839,Acropora_003981,Acropora_003984,Acropora_003995,Acropora_004067,Acropora_004084,Acropora_004085,Acropora_004087,Acropora_004089,Acropora_004096,Acropora_004115,Acropora_004164,Acropora_004209,Acropora_004210,Acropora_004366,Acropora_004507,Acropora_004705,Acropora_004800,Acropora_004830,Acropora_005400,Acropora_005760,Acropora_005863,Acropora_005864,Acropora_005897,Acropora_005927,Acropora_005940,Acropora_006007,Acropora_006147,Acropora_006170,Acropora_006214,Acropora_006236,Acropora_006250,Acropora_006257,Acropora_006288,Acropora_006496,Acropora_006539,Acropora_006591,Acropora_006650,Acropora_006689,Acropora_006712,Acropora_006732,Acropora_006895,Acropora_006978,Acropora_007037,Acropora_007068,Acropora_007160,Acropora_007279,Acropora_007395,Acropora_007426,Acropora_007448,Acropora_007482,Acropora_007516,Acropora_007518,Acropora_007550,Acropora_007634,Acropora_007675,Acropora_007690,Acropora_007692,Acropora_007708,Acropora_007754,Acropora_007771,Acropora_007785,Acropora_007795,Acropora_007844,Acropora_007864,Acropora_007899,Acropora_007928,Acropora_007954,Acropora_008053,Acropora_008203,Acropora_008236,Acropora_008265,Acropora_008407,Acropora_008419,Acropora_008429,Acropora_008457,Acropora_008692,Acropora_008848,Acropora_008888,Acropora_008936,Acropora_008938,Acropora_008963,Acropora_009010,Acropora_009011,Acropora_009161,Acropora_009201,Acropora_009260,Acropora_009297,Acropora_009391,Acropora_009449,Acropora_009488,Acropora_009773,Acropora_009891,Acropora_009894,Acropora_009990,Acropora_009995,Acropora_009997,Acropora_009998,Acropora_010099,Acropora_010190,Acropora_010637,Acropora_010642,Acropora_010654,Acropora_010658,Acropora_010708,Acropora_010749,Acropora_010794,Acropora_010899,Acropora_010907,Acropora_010952,Acropora_011006,Acropora_011026,Acropora_011051,Acropora_011182,Acropora_011190,Acropora_011203,Acropora_011231,Acropora_011272,Acropora_011636,Acropora_011682,Acropora_011724,Acropora_011989,Acropora_012513,Acropora_012829,Acropora_012909,Acropora_012917,Acropora_012934,Acropora_012952,Acropora_012990,Acropora_013015,Acropora_013023,Acropora_013162,Acropora_013173,Acropora_013174,Acropora_013245,Acropora_013251,Acropora_013280,Acropora_013357,Acropora_013372,Acropora_013415,Acropora_013433,Acropora_013471,Acropora_013552,Acropora_013563,Acropora_013686,Acropora_013808,Acropora_013812,Acropora_014004,Acropora_014113,Acropora_014114,Acropora_014390,Acropora_014702,Acropora_014716,Acropora_014757,Acropora_014833,Acropora_014941,Acropora_014954,Acropora_014971,Acropora_014981,Acropora_015052,Acropora_015077,Acropora_015078,Acropora_015083,Acropora_015094,Acropora_015206,Acropora_015222,Acropora_015372,Acropora_015486,Acropora_015487,Acropora_015519,Acropora_015594,Acropora_015635,Acropora_015683,Acropora_015709,Acropora_015806,Acropora_015842,Acropora_015913,Acropora_015967,Acropora_015988,Acropora_016088,Acropora_016601,Acropora_017385,Acropora_017443,Acropora_017470,Acropora_017485,Acropora_017488,Acropora_017679,Acropora_017731,Acropora_017795,Acropora_017882,Acropora_018048,Acropora_018077,Acropora_018107,Acropora_018122,Acropora_018238,Acropora_018262,Acropora_018264,Acropora_018339,Acropora_018369,Acropora_018394,Acropora_018491,Acropora_018610,Acropora_018690,Acropora_018692,Acropora_018742,Acropora_018743,Acropora_018919,Acropora_019205,Acropora_019212,Acropora_019368,Acropora_019440,Acropora_019561,Acropora_019608,Acropora_019650,Acropora_019690,Acropora_019714,Acropora_019732,Acropora_019830,Acropora_019879,Acropora_019929,Acropora_019962,Acropora_020065,Acropora_020067,Acropora_020081,Acropora_020090,Acropora_020198,Acropora_020217,Acropora_020381,Acropora_020545,Acropora_020548,Acropora_020618,Acropora_020636,Acropora_020681,Acropora_020748,Acropora_020759,Acropora_020810,Acropora_020973,Acropora_021299,Acropora_021365,Acropora_021690,Acropora_021727,Acropora_021744,Acropora_021745,Acropora_021747,Acropora_021789,Acropora_021795,Acropora_021816,Acropora_021829,Acropora_021847,Acropora_022031,Acropora_022115,Acropora_022129,Acropora_022131,Acropora_022134,Acropora_022188,Acropora_022222,Acropora_022230,Acropora_022243,Acropora_022272,Acropora_022287,Acropora_022325,Acropora_022384,Acropora_022404,Acropora_022457,Acropora_022494,Acropora_022500,Acropora_022515,Acropora_022692,Acropora_022752,Acropora_022765,Acropora_022766,Acropora_022767,Acropora_022768,Acropora_022778,Acropora_022804,Acropora_022806,Acropora_022878,Acropora_023116,Acropora_023128,Acropora_023163,Acropora_023284,Acropora_023492,Acropora_023597,Acropora_023608,Acropora_023612,Acropora_023634,Acropora_023716,Acropora_023826,Acropora_023828,Acropora_023873,Acropora_023921,Acropora_023922,Acropora_024002,Acropora_024056,Acropora_024072,Acropora_024113,Acropora_024156,Acropora_024230,Acropora_024339,Acropora_024360,Acropora_024381,Acropora_024384,Acropora_024385,Acropora_024395,Acropora_024400,Acropora_024518,Acropora_024526,Acropora_024602,Acropora_024671,Acropora_024879,Acropora_024902,Acropora_025268,Acropora_025459,Acropora_025617,Acropora_025797,Acropora_025935,Acropora_026017,Acropora_026114,Acropora_026139,Acropora_026149,Acropora_026166,Acropora_026238,Acropora_026273,Acropora_026314,Acropora_026349,Acropora_026381,Acropora_026508,Acropora_026549,Acropora_026656,Acropora_026751,Acropora_026817,Acropora_027126,Acropora_027128,Acropora_027298,Acropora_027347,Acropora_027547,Acropora_027550,Acropora_027702,Acropora_027841,Acropora_027944,Acropora_027956,Acropora_027971,Acropora_028002,Acropora_028003,Acropora_028017,Acropora_028018,Acropora_028022,Acropora_028050,Acropora_028073,Acropora_028249,Acropora_028487,Acropora_028516,Acropora_028553,Acropora_028641,Acropora_028697,Acropora_029382,Acropora_029384,Acropora_029531,Acropora_029648,Acropora_029688,Acropora_029694,Acropora_029819,Acropora_029825,Acropora_029848,Acropora_029849,Acropora_029850,Acropora_029878,Acropora_029887,Acropora_029889,Acropora_029910,Acropora_029942,Acropora_030013,Acropora_030199,Acropora_031031,Acropora_031104,Acropora_031225,Acropora_031246,Acropora_031298,Acropora_031396,Acropora_031453,Acropora_031703,Acropora_031834,Acropora_032097,Acropora_032853,Acropora_032856,Acropora_033089,Acropora_033373,Acropora_033673,Acropora_033828,Acropora_34279,Acropora_34343,Acropora_34405,Acropora_34564"
GO:0006355,1,2.5,regulation of DNA-templated transcription,brown,BP,GO:0006357,regulation of transcription by RNA polym...,977,454,399.27,1.4e-4,Biological_Process,"Acropora_000033,Acropora_000207,Acropora_000239,Acropora_000261,Acropora_000323,Acropora_000333,Acropora_000392,Acropora_000407,Acropora_000422,Acropora_000508,Acropora_000512,Acropora_000580,Acropora_000581,Acropora_000680,Acropora_000703,Acropora_000710,Acropora_000716,Acropora_000746,Acropora_000796,Acropora_000862,Acropora_000867,Acropora_001163,Acropora_001209,Acropora_001356,Acropora_001518,Acropora_001605,Acropora_001617,Acropora_001779,Acropora_001867,Acropora_001873,Acropora_001986,Acropora_002092,Acropora_002110,Acropora_002160,Acropora_002194,Acropora_002204,Acropora_002212,Acropora_002223,Acropora_002224,Acropora_002306,Acropora_002323,Acropora_002415,Acropora_002488,Acropora_002498,Acropora_002611,Acropora_002617,Acropora_002814,Acropora_002818,Acropora_003079,Acropora_003107,Acropora_003235,Acropora_003305,Acropora_003306,Acropora_003350,Acropora_003380,Acropora_003449,Acropora_003462,Acropora_003502,Acropora_003534,Acropora_003632,Acropora_003635,Acropora_003839,Acropora_003981,Acropora_003984,Acropora_003995,Acropora_004067,Acropora_004084,Acropora_004085,Acropora_004087,Acropora_004089,Acropora_004096,Acropora_004115,Acropora_004164,Acropora_004209,Acropora_004210,Acropora_004366,Acropora_004507,Acropora_004705,Acropora_004800,Acropora_004830,Acropora_005400,Acropora_005760,Acropora_005863,Acropora_005864,Acropora_005897,Acropora_005927,Acropora_005940,Acropora_006007,Acropora_006147,Acropora_006170,Acropora_006214,Acropora_006236,Acropora_006250,Acropora_006257,Acropora_006288,Acropora_006496,Acropora_006539,Acropora_006591,Acropora_006650,Acropora_006689,Acropora_006712,Acropora_006732,Acropora_006895,Acropora_006978,Acropora_007037,Acropora_007068,Acropora_007160,Acropora_007279,Acropora_007395,Acropora_007426,Acropora_007448,Acropora_007482,Acropora_007516,Acropora_007518,Acropora_007550,Acropora_007634,Acropora_007675,Acropora_007690,Acropora_007692,Acropora_007708,Acropora_007754,Acropora_007771,Acropora_007785,Acropora_007795,Acropora_007844,Acropora_007864,Acropora_007899,Acropora_007928,Acropora_007954,Acropora_008053,Acropora_008203,Acropora_008236,Acropora_008265,Acropora_008407,Acropora_008419,Acropora_008429,Acropora_008457,Acropora_008692,Acropora_008848,Acropora_008888,Acropora_008936,Acropora_008938,Acropora_008963,Acropora_009010,Acropora_009011,Acropora_009161,Acropora_009201,Acropora_009260,Acropora_009297,Acropora_009391,Acropora_009449,Acropora_009488,Acropora_009773,Acropora_009891,Acropora_009894,Acropora_009990,Acropora_009995,Acropora_009997,Acropora_009998,Acropora_010099,Acropora_010190,Acropora_010637,Acropora_010642,Acropora_010654,Acropora_010658,Acropora_010708,Acropora_010749,Acropora_010794,Acropora_010899,Acropora_010907,Acropora_010952,Acropora_011006,Acropora_011026,Acropora_011051,Acropora_011182,Acropora_011190,Acropora_011203,Acropora_011231,Acropora_011272,Acropora_011636,Acropora_011682,Acropora_011724,Acropora_011989,Acropora_012513,Acropora_012829,Acropora_012909,Acropora_012917,Acropora_012934,Acropora_012952,Acropora_012990,Acropora_013015,Acropora_013023,Acropora_013162,Acropora_013173,Acropora_013174,Acropora_013245,Acropora_013251,Acropora_013280,Acropora_013357,Acropora_013372,Acropora_013415,Acropora_013433,Acropora_013471,Acropora_013552,Acropora_013563,Acropora_013686,Acropora_013808,Acropora_013812,Acropora_014004,Acropora_014113,Acropora_014114,Acropora_014390,Acropora_014702,Acropora_014716,Acropora_014757,Acropora_014833,Acropora_014941,Acropora_014954,Acropora_014971,Acropora_014981,Acropora_015052,Acropora_015077,Acropora_015078,Acropora_015083,Acropora_015094,Acropora_015206,Acropora_015222,Acropora_015372,Acropora_015486,Acropora_015487,Acropora_015519,Acropora_015594,Acropora_015635,Acropora_015683,Acropora_015709,Acropora_015806,Acropora_015842,Acropora_015913,Acropora_015967,Acropora_015988,Acropora_016088,Acropora_016601,Acropora_017385,Acropora_017443,Acropora_017470,Acropora_017485,Acropora_017488,Acropora_017679,Acropora_017731,Acropora_017795,Acropora_017882,Acropora_018048,Acropora_018077,Acropora_018107,Acropora_018122,Acropora_018238,Acropora_018262,Acropora_018264,Acropora_018339,Acropora_018369,Acropora_018394,Acropora_018491,Acropora_018610,Acropora_018690,Acropora_018692,Acropora_018742,Acropora_018743,Acropora_018919,Acropora_019205,Acropora_019212,Acropora_019368,Acropora_019440,Acropora_019561,Acropora_019608,Acropora_019650,Acropora_019690,Acropora_019714,Acropora_019732,Acropora_019830,Acropora_019879,Acropora_019929,Acropora_019962,Acropora_020065,Acropora_020067,Acropora_020081,Acropora_020090,Acropora_020198,Acropora_020217,Acropora_020381,Acropora_020545,Acropora_020548,Acropora_020618,Acropora_020636,Acropora_020681,Acropora_020748,Acropora_020759,Acropora_020810,Acropora_020973,Acropora_021299,Acropora_021365,Acropora_021690,Acropora_021727,Acropora_021744,Acropora_021745,Acropora_021747,Acropora_021789,Acropora_021795,Acropora_021816,Acropora_021829,Acropora_021847,Acropora_022031,Acropora_022115,Acropora_022129,Acropora_022131,Acropora_022134,Acropora_022188,Acropora_022222,Acropora_022230,Acropora_022243,Acropora_022272,Acropora_022287,Acropora_022325,Acropora_022384,Acropora_022404,Acropora_022457,Acropora_022494,Acropora_022500,Acropora_022515,Acropora_022692,Acropora_022752,Acropora_022765,Acropora_022766,Acropora_022767,Acropora_022768,Acropora_022778,Acropora_022804,Acropora_022806,Acropora_022878,Acropora_023116,Acropora_023128,Acropora_023163,Acropora_023284,Acropora_023492,Acropora_023597,Acropora_023608,Acropora_023612,Acropora_023634,Acropora_023716,Acropora_023826,Acropora_023828,Acropora_023873,Acropora_023921,Acropora_023922,Acropora_024002,Acropora_024056,Acropora_024072,Acropora_024113,Acropora_024156,Acropora_024230,Acropora_024339,Acropora_024360,Acropora_024381,Acropora_024384,Acropora_024385,Acropora_024395,Acropora_024400,Acropora_024518,Acropora_024526,Acropora_024602,Acropora_024671,Acropora_024879,Acropora_024902,Acropora_025268,Acropora_025459,Acropora_025617,Acropora_025797,Acropora_025935,Acropora_026017,Acropora_026114,Acropora_026139,Acropora_026149,Acropora_026166,Acropora_026238,Acropora_026273,Acropora_026314,Acropora_026349,Acropora_026381,Acropora_026508,Acropora_026549,Acropora_026656,Acropora_026751,Acropora_026817,Acropora_027126,Acropora_027128,Acropora_027298,Acropora_027347,Acropora_027547,Acropora_027550,Acropora_027702,Acropora_027841,Acropora_027944,Acropora_027956,Acropora_027971,Acropora_028002,Acropora_028003,Acropora_028017,Acropora_028018,Acropora_028022,Acropora_028050,Acropora_028073,Acropora_028249,Acropora_028487,Acropora_028516,Acropora_028553,Acropora_028641,Acropora_028697,Acropora_029382,Acropora_029384,Acropora_029531,Acropora_029648,Acropora_029688,Acropora_029694,Acropora_029819,Acropora_029825,Acropora_029848,Acropora_029849,Acropora_029850,Acropora_029878,Acropora_029887,Acropora_029889,Acropora_029910,Acropora_029942,Acropora_030013,Acropora_030199,Acropora_031031,Acropora_031104,Acropora_031225,Acropora_031246,Acropora_031298,Acropora_031396,Acropora_031453,Acropora_031703,Acropora_031834,Acropora_032097,Acropora_032853,Acropora_032856,Acropora_033089,Acropora_033373,Acropora_033673,Acropora_033828,Acropora_34279,Acropora_34343,Acropora_34405,Acropora_34564"
GO:0007010,4,10,cytoskeleton organization,brown,BP,GO:0007026,negative regulation of microtubule depol...,13,11,5.31,0.00161,Biological_Process,"Acropora_002225,Acropora_003461,Acropora_006611,Acropora_007395,Acropora_007819,Acropora_009184,Acropora_011146,Acropora_017747,Acropora_019423,Acropora_019814,Acropora_028032"
GO:0007010,4,10,cytoskeleton organization,brown,BP,GO:0035082,axoneme assembly,70,42,28.61,0.00177,Biological_Process,"Acropora_000001,Acropora_000072,Acropora_000140,Acropora_001360,Acropora_002132,Acropora_002220,Acropora_002315,Acropora_003363,Acropora_003497,Acropora_003830,Acropora_004975,Acropora_005162,Acropora_005495,Acropora_005517,Acropora_006560,Acropora_007788,Acropora_009184,Acropora_010406,Acropora_011228,Acropora_012142,Acropora_014098,Acropora_014215,Acropora_014821,Acropora_016046,Acropora_016411,Acropora_018084,Acropora_018607,Acropora_020314,Acropora_022696,Acropora_024072,Acropora_027347,Acropora_027531,Acropora_027787,Acropora_028168,Acropora_029431,Acropora_029759,Acropora_029909,Acropora_029981,Acropora_031083,Acropora_033789,Acropora_34516,Acropora_34567"
GO:0007010,4,10,cytoskeleton organization,brown,BP,GO:0030036,actin cytoskeleton organization,357,175,145.89,0.00557,Biological_Process,"Acropora_000117,Acropora_000323,Acropora_000500,Acropora_000703,Acropora_001209,Acropora_001724,Acropora_001872,Acropora_001873,Acropora_002225,Acropora_002284,Acropora_002302,Acropora_002376,Acropora_002451,Acropora_002488,Acropora_002791,Acropora_002833,Acropora_002971,Acropora_003238,Acropora_003696,Acropora_003722,Acropora_003724,Acropora_004249,Acropora_004434,Acropora_004481,Acropora_004800,Acropora_005400,Acropora_005429,Acropora_005483,Acropora_005498,Acropora_005689,Acropora_005707,Acropora_005863,Acropora_005864,Acropora_005892,Acropora_005893,Acropora_006106,Acropora_006147,Acropora_006214,Acropora_006236,Acropora_006308,Acropora_006315,Acropora_006337,Acropora_006414,Acropora_006696,Acropora_006795,Acropora_006985,Acropora_007395,Acropora_007511,Acropora_007538,Acropora_007577,Acropora_007819,Acropora_007999,Acropora_008158,Acropora_008206,Acropora_008429,Acropora_008638,Acropora_008764,Acropora_008908,Acropora_009484,Acropora_009500,Acropora_009584,Acropora_009992,Acropora_010099,Acropora_010471,Acropora_010494,Acropora_010498,Acropora_010510,Acropora_010644,Acropora_010907,Acropora_011004,Acropora_011090,Acropora_011146,Acropora_011385,Acropora_011392,Acropora_011446,Acropora_011493,Acropora_011526,Acropora_012611,Acropora_013138,Acropora_013173,Acropora_013174,Acropora_013342,Acropora_013447,Acropora_013464,Acropora_013503,Acropora_013504,Acropora_013555,Acropora_013680,Acropora_013682,Acropora_013786,Acropora_014069,Acropora_014522,Acropora_014820,Acropora_014971,Acropora_015056,Acropora_015270,Acropora_015271,Acropora_015341,Acropora_015563,Acropora_015599,Acropora_015673,Acropora_015785,Acropora_015835,Acropora_015974,Acropora_016203,Acropora_016631,Acropora_017915,Acropora_018013,Acropora_018117,Acropora_018144,Acropora_018162,Acropora_018171,Acropora_018425,Acropora_018487,Acropora_018503,Acropora_018536,Acropora_019589,Acropora_019708,Acropora_019714,Acropora_019732,Acropora_019929,Acropora_020198,Acropora_020218,Acropora_020243,Acropora_020295,Acropora_020636,Acropora_021763,Acropora_021803,Acropora_021832,Acropora_022027,Acropora_022031,Acropora_022069,Acropora_022134,Acropora_022410,Acropora_022413,Acropora_022457,Acropora_022676,Acropora_022701,Acropora_022716,Acropora_022717,Acropora_022726,Acropora_022757,Acropora_022804,Acropora_022854,Acropora_023597,Acropora_023665,Acropora_023667,Acropora_023716,Acropora_023782,Acropora_024039,Acropora_024294,Acropora_024406,Acropora_024417,Acropora_026273,Acropora_026435,Acropora_026821,Acropora_027490,Acropora_027760,Acropora_028003,Acropora_028050,Acropora_028080,Acropora_028482,Acropora_029648,Acropora_029689,Acropora_029694,Acropora_029695,Acropora_029754,Acropora_029821,Acropora_029829,Acropora_029906,Acropora_030333,Acropora_031298,Acropora_031572,Acropora_032097,Acropora_032413"
GO:0007010,4,10,cytoskeleton organization,brown,BP,GO:0001578,microtubule bundle formation,88,55,35.96,0.00672,Biological_Process,"Acropora_000001,Acropora_000072,Acropora_000140,Acropora_001360,Acropora_002132,Acropora_002220,Acropora_002315,Acropora_003363,Acropora_003497,Acropora_003830,Acropora_004975,Acropora_005162,Acropora_005495,Acropora_005517,Acropora_006560,Acropora_006660,Acropora_007788,Acropora_008158,Acropora_009184,Acropora_010406,Acropora_011090,Acropora_011146,Acropora_011228,Acropora_012142,Acropora_014098,Acropora_014215,Acropora_014821,Acropora_016046,Acropora_016411,Acropora_017841,Acropora_018029,Acropora_018084,Acropora_018607,Acropora_018716,Acropora_019814,Acropora_020314,Acropora_021870,Acropora_022696,Acropora_023978,Acropora_024072,Acropora_026303,Acropora_027347,Acropora_027531,Acropora_027787,Acropora_028168,Acropora_029431,Acropora_029754,Acropora_029759,Acropora_029909,Acropora_029981,Acropora_031083,Acropora_033789,Acropora_34194,Acropora_34516,Acropora_34567"
GO:0007018,2,5,microtubule-based movement,brown,BP,GO:0072383,plus-end-directed vesicle transport alon...,6,6,2.45,0.00464,Biological_Process,"Acropora_001871,Acropora_005792,Acropora_009156,Acropora_011446,Acropora_016414,Acropora_020329"
GO:0007018,2,5,microtubule-based movement,brown,BP,GO:0003341,cilium movement,117,61,47.81,0.00778,Biological_Process,"Acropora_000001,Acropora_000072,Acropora_000794,Acropora_001184,Acropora_001360,Acropora_001530,Acropora_001992,Acropora_002132,Acropora_002220,Acropora_002315,Acropora_003363,Acropora_003830,Acropora_004975,Acropora_005162,Acropora_005495,Acropora_005517,Acropora_005763,Acropora_005848,Acropora_006381,Acropora_006502,Acropora_006560,Acropora_007788,Acropora_009184,Acropora_009262,Acropora_009636,Acropora_009997,Acropora_009998,Acropora_010406,Acropora_010498,Acropora_011228,Acropora_011628,Acropora_012142,Acropora_013682,Acropora_014215,Acropora_014747,Acropora_014821,Acropora_016046,Acropora_016411,Acropora_017066,Acropora_018031,Acropora_018546,Acropora_019682,Acropora_020314,Acropora_021268,Acropora_022696,Acropora_022804,Acropora_024040,Acropora_024072,Acropora_026176,Acropora_026331,Acropora_027531,Acropora_029613,Acropora_029759,Acropora_029778,Acropora_029981,Acropora_030051,Acropora_030692,Acropora_030971,Acropora_031225,Acropora_033789,Acropora_34567"
GO:0007163,1,2.5,establishment or maintenance of cell polarity,brown,BP,GO:0045199,maintenance of epithelial cell apical/ba...,13,10,5.31,0.00925,Biological_Process,"Acropora_013464,Acropora_014522,Acropora_016209,Acropora_018055,Acropora_020071,Acropora_022069,Acropora_023838,Acropora_028006,Acropora_029694,Acropora_029695"
GO:0016192,2,5,vesicle-mediated transport,brown,BP,GO:0006893,Golgi to plasma membrane transport,42,21,17.16,0.00927,Biological_Process,"Acropora_000338,Acropora_000500,Acropora_002005,Acropora_002786,Acropora_006196,Acropora_006660,Acropora_006985,Acropora_007751,Acropora_008764,Acropora_010235,Acropora_010383,Acropora_010384,Acropora_011240,Acropora_014142,Acropora_015026,Acropora_015199,Acropora_015647,Acropora_018536,Acropora_022222,Acropora_022595,Acropora_026002"
GO:0016192,2,5,vesicle-mediated transport,brown,BP,GO:0016197,endosomal transport,208,109,85,0.00971,Biological_Process,"Acropora_000982,Acropora_001148,Acropora_001729,Acropora_001956,Acropora_002066,Acropora_002403,Acropora_002404,Acropora_003459,Acropora_004043,Acropora_004060,Acropora_004064,Acropora_004574,Acropora_005157,Acropora_005421,Acropora_006119,Acropora_006121,Acropora_006310,Acropora_006531,Acropora_006624,Acropora_007505,Acropora_007511,Acropora_007999,Acropora_008170,Acropora_008480,Acropora_008764,Acropora_008817,Acropora_008958,Acropora_009247,Acropora_009949,Acropora_010092,Acropora_010607,Acropora_010658,Acropora_010786,Acropora_011090,Acropora_011942,Acropora_013106,Acropora_013173,Acropora_013174,Acropora_013464,Acropora_013503,Acropora_013504,Acropora_013823,Acropora_014142,Acropora_014971,Acropora_015215,Acropora_015510,Acropora_015590,Acropora_015647,Acropora_015706,Acropora_016414,Acropora_017560,Acropora_017622,Acropora_017988,Acropora_018033,Acropora_018039,Acropora_018091,Acropora_018154,Acropora_018183,Acropora_018190,Acropora_019200,Acropora_019248,Acropora_019440,Acropora_020090,Acropora_020093,Acropora_020218,Acropora_020329,Acropora_021762,Acropora_021764,Acropora_021765,Acropora_021799,Acropora_022027,Acropora_022221,Acropora_022222,Acropora_022510,Acropora_022520,Acropora_022757,Acropora_022761,Acropora_023163,Acropora_023597,Acropora_024309,Acropora_024879,Acropora_024945,Acropora_025979,Acropora_026002,Acropora_026008,Acropora_026217,Acropora_026241,Acropora_026294,Acropora_027393,Acropora_027395,Acropora_027396,Acropora_027951,Acropora_028006,Acropora_028153,Acropora_029694,Acropora_029695,Acropora_029754,Acropora_029766,Acropora_029866,Acropora_029868,Acropora_030974,Acropora_031253,Acropora_031316,Acropora_031453,Acropora_031843,Acropora_032601,Acropora_34181,Acropora_34299,Acropora_34304"
GO:0022414,1,2.5,reproductive process,brown,BP,GO:0007298,border follicle cell migration,76,43,31.06,0.0039,Biological_Process,"Acropora_000117,Acropora_001110,Acropora_001729,Acropora_002378,Acropora_002617,Acropora_003407,Acropora_003847,Acropora_003981,Acropora_004067,Acropora_005400,Acropora_006121,Acropora_006214,Acropora_006337,Acropora_006985,Acropora_008082,Acropora_008764,Acropora_010494,Acropora_010644,Acropora_011989,Acropora_013056,Acropora_013786,Acropora_014069,Acropora_015563,Acropora_018010,Acropora_019732,Acropora_020071,Acropora_020295,Acropora_021762,Acropora_021816,Acropora_021986,Acropora_022188,Acropora_022726,Acropora_022785,Acropora_023163,Acropora_023838,Acropora_024101,Acropora_026189,Acropora_026368,Acropora_028050,Acropora_028926,Acropora_029694,Acropora_029695,Acropora_031843"
GO:0023052,6,15,signaling,brown,BP,GO:0030510,regulation of BMP signaling pathway,65,32,26.56,0.00442,Biological_Process,"Acropora_000323,Acropora_000512,Acropora_001873,Acropora_001986,Acropora_003449,Acropora_006214,Acropora_009391,Acropora_009995,Acropora_010099,Acropora_010637,Acropora_010794,Acropora_010899,Acropora_010952,Acropora_011190,Acropora_011203,Acropora_013162,Acropora_013563,Acropora_013808,Acropora_018491,Acropora_019732,Acropora_022222,Acropora_022752,Acropora_022765,Acropora_022766,Acropora_022767,Acropora_022768,Acropora_024400,Acropora_024879,Acropora_026817,Acropora_027347,Acropora_028003,Acropora_028050"
GO:0023052,6,15,signaling,brown,BP,GO:1900273,positive regulation of long-term synapti...,14,11,5.72,0.00473,Biological_Process,"Acropora_001184,Acropora_006591,Acropora_010658,Acropora_011026,Acropora_017803,Acropora_023592,Acropora_024040,Acropora_024406,Acropora_026821,Acropora_030692,Acropora_031703"
GO:0023052,6,15,signaling,brown,BP,GO:2000463,positive regulation of excitatory postsy...,14,11,5.72,0.00473,Biological_Process,"Acropora_001184,Acropora_005893,Acropora_006591,Acropora_006741,Acropora_007771,Acropora_013786,Acropora_018117,Acropora_020146,Acropora_022131,Acropora_024040,Acropora_030692"
GO:0023052,6,15,signaling,brown,BP,GO:0090090,negative regulation of canonical Wnt sig...,81,45,33.1,0.0051,Biological_Process,"Acropora_000422,Acropora_001654,Acropora_001986,Acropora_002470,Acropora_003577,Acropora_003843,Acropora_004067,Acropora_006106,Acropora_006236,Acropora_006303,Acropora_007268,Acropora_007395,Acropora_009173,Acropora_010637,Acropora_011392,Acropora_012934,Acropora_013396,Acropora_013682,Acropora_013786,Acropora_014971,Acropora_015563,Acropora_016631,Acropora_017472,Acropora_020198,Acropora_020810,Acropora_021727,Acropora_022069,Acropora_022131,Acropora_022134,Acropora_022752,Acropora_022778,Acropora_023487,Acropora_024072,Acropora_026176,Acropora_026811,Acropora_026817,Acropora_027671,Acropora_028017,Acropora_028018,Acropora_028022,Acropora_028050,Acropora_029694,Acropora_029695,Acropora_030013,Acropora_031453"
GO:0023052,6,15,signaling,brown,BP,GO:0035329,hippo signaling,42,21,17.16,0.00927,Biological_Process,"Acropora_002971,Acropora_003056,Acropora_004143,Acropora_005858,Acropora_008457,Acropora_011043,Acropora_013084,Acropora_013626,Acropora_013682,Acropora_013786,Acropora_015563,Acropora_018053,Acropora_021801,Acropora_022036,Acropora_022188,Acropora_022200,Acropora_022426,Acropora_026368,Acropora_027671,Acropora_028424,Acropora_029732"
GO:0023052,6,15,signaling,brown,BP,GO:0032012,regulation of ARF protein signal transdu...,8,7,3.27,0.00975,Biological_Process,"Acropora_018267,Acropora_018536,Acropora_022413,Acropora_027393,Acropora_027395,Acropora_027396,Acropora_029821"
