"","Acer_1089","Acer_1090","Acer_1091","Acer_1092","Acer_1097","Acer_1098","Acer_1099","Acer_1100","Acer_2263","Acer_2265","Acer_2266","Acer_2267","Acer_2268","Acer_2382","Acer_2384"
"Symbiodinium10862",91,30,8,27,0,0,0,0,43,28,91,74,1,50,38
"Symbiodinium10863",0,3,0,0,0,0,0,0,4,0,0,32,45,0,0
"Symbiodinium10865",29,209,373,106,581,7,85,0,275,43,241,162,121,127,645
"Symbiodinium10866",34,70,107,53,9,84,78,0,62,111,130,49,44,60,52
"Symbiodinium10869",2,0,0,0,35,0,0,0,36,55,0,10,0,15,0
"Symbiodinium10871",158,35,181,142,128,13,88,0,182,289,265,225,340,127,280
"Symbiodinium10874",25,18,0,0,0,0,0,0,31,0,41,0,0,17,0
"Symbiodinium10876",134,70,223,107,62,0,52,0,29,173,87,88,169,35,20
"Symbiodinium10880",14,10,18,12,0,0,0,0,27,48,32,0,10,35,0
"Symbiodinium10882",63,34,90,51,222,98,45,0,85,172,234,106,72,69,203
"Symbiodinium10884",0,3,0,0,0,0,0,0,3,69,0,43,4,6,34
"Symbiodinium10885",55,131,188,85,105,0,115,0,72,66,107,162,164,98,31
"Symbiodinium10887",64,38,177,146,51,0,35,0,34,62,80,77,81,55,19
"Symbiodinium10888",88,91,290,107,244,104,265,0,199,407,92,218,161,156,121
"Symbiodinium10890",0,0,34,0,0,0,0,0,12,0,0,0,0,0,0
"Symbiodinium10891",87,203,335,140,214,7,463,0,91,236,80,93,100,8,180
"Symbiodinium10895",0,2,0,6,0,0,0,0,0,0,28,33,28,7,55
"Symbiodinium10896",15,2,13,0,70,0,0,0,27,0,16,19,17,9,12
"Symbiodinium10897",363,322,1212,566,1479,147,768,0,643,493,1027,871,448,436,566
"Symbiodinium10901",93,84,161,122,154,62,82,0,75,102,69,175,27,28,195
"Symbiodinium10902",64,64,64,96,610,44,30,0,119,117,50,39,22,60,248
"Symbiodinium10903",12,9,57,26,223,94,0,0,38,43,0,0,3,45,0
"Symbiodinium10905",8,5,19,0,32,0,76,0,49,0,0,57,0,20,36
"Symbiodinium10906",59,13,0,5,89,0,0,0,71,42,56,0,4,16,57
"Symbiodinium10907",0,0,0,34,0,0,6,0,0,0,10,29,0,5,75
"Symbiodinium10908",53,21,41,13,72,0,14,0,40,19,100,40,20,47,36
"Symbiodinium10909",0,19,0,1,0,13,0,0,12,0,8,15,0,11,0
"Symbiodinium10912",0,23,0,44,0,0,0,0,46,0,0,4,0,11,62
"Symbiodinium10913",9,23,8,52,16,0,87,0,18,76,0,4,26,5,30
"Symbiodinium10916",0,7,12,0,0,17,32,0,1,0,0,0,0,0,38
"Symbiodinium1092",48,71,150,28,12,0,0,0,99,25,104,58,18,105,5
"Symbiodinium10920",9,0,0,14,0,0,0,0,0,0,16,5,0,5,20
"Symbiodinium10922",29,10,34,0,0,0,0,0,12,0,101,46,0,31,8
"Symbiodinium10924",0,3,0,0,0,0,0,0,0,0,30,0,5,0,53
"Symbiodinium10925",16,13,91,108,287,100,187,0,114,40,44,42,54,39,1
"Symbiodinium10926",63,18,114,32,0,0,0,0,131,18,227,15,34,40,132
"Symbiodinium10927",11,0,0,11,0,0,0,0,55,0,0,4,23,12,0
"Symbiodinium10929",42,2,86,54,49,0,40,0,53,50,16,48,11,32,70
"Symbiodinium10934",6,2,0,0,0,0,17,0,39,13,0,4,35,20,37
"Symbiodinium10937",34,85,188,106,17,0,75,0,159,72,108,180,51,96,125
"Symbiodinium10943",62,18,38,1,0,0,0,0,176,35,307,33,1,27,0
"Symbiodinium10950",64,77,150,91,534,1,188,0,116,73,10,18,176,78,252
"Symbiodinium10951",106,139,181,142,128,10,273,0,77,135,61,78,105,58,127
"Symbiodinium10952",0,2,64,0,0,0,2,0,0,0,0,21,83,4,40
"Symbiodinium10955",7,21,115,43,340,0,0,0,75,49,39,52,95,43,73
"Symbiodinium10958",21,0,97,83,0,0,28,0,71,169,0,0,0,25,175
"Symbiodinium10968",0,0,0,0,0,0,0,0,2,53,0,0,0,0,32
"Symbiodinium10969",0,0,42,0,0,0,111,0,37,69,68,0,0,15,0
"Symbiodinium10975",0,4,12,2,0,0,104,0,25,0,1,0,23,26,0
"Symbiodinium10976",9,0,11,4,0,0,56,0,4,0,0,0,0,1,0
"Symbiodinium10978",1,0,68,23,0,0,92,0,17,0,0,7,8,16,40
"Symbiodinium10980",234,96,600,310,174,0,87,0,483,491,559,482,389,193,638
"Symbiodinium10985",0,5,8,16,0,0,52,0,0,152,87,14,0,0,0
"Symbiodinium10986",2,1,6,9,169,0,15,0,0,1,0,0,0,1,0
"Symbiodinium10987",6,20,22,18,0,0,0,0,9,0,0,0,27,2,0
"Symbiodinium10988",11,19,18,3,0,0,9,0,10,152,0,38,10,4,9
"Symbiodinium10993",0,0,0,10,0,0,0,0,0,0,0,21,0,0,0
"Symbiodinium10998",13,24,88,9,0,0,0,0,87,41,115,28,59,35,0
"Symbiodinium11001",0,15,0,0,0,0,0,0,0,0,0,0,0,15,14
"Symbiodinium11002",231,151,963,257,181,570,594,0,320,617,368,276,368,271,521
"Symbiodinium11005",98,72,202,199,11,0,26,0,176,57,181,137,73,56,75
"Symbiodinium11009",36,17,98,36,117,559,114,0,61,9,88,68,18,72,128
"Symbiodinium11014",51,32,86,1,94,0,0,0,55,0,11,102,53,17,0
"Symbiodinium11016",26,6,1,48,9,0,45,0,0,27,20,0,6,22,24
"Symbiodinium11019",51,10,65,0,0,0,51,0,93,51,98,149,29,41,25
"Symbiodinium11028",64,28,277,152,0,0,49,0,93,8,327,127,54,36,320
"Symbiodinium11029",21,5,1,1,59,0,24,0,65,31,20,66,2,28,0
"Symbiodinium11032",284,249,585,374,81,23,194,0,560,375,526,652,309,377,379
"Symbiodinium11034",93,28,87,84,39,0,157,0,200,68,121,98,70,73,180
"Symbiodinium11041",0,13,0,0,4,0,0,0,20,35,44,22,11,53,0
"Symbiodinium11049",0,0,23,9,58,0,0,0,35,30,0,0,0,0,31
"Symbiodinium11051",7,0,34,0,149,0,50,0,26,130,0,0,8,12,0
"Symbiodinium11058",67,33,43,47,60,0,1,0,95,0,82,65,0,26,28
"Symbiodinium11059",44,37,166,49,13,0,74,0,87,112,30,21,69,15,46
"Symbiodinium11060",0,0,0,20,0,14,0,0,0,75,0,0,0,6,0
"Symbiodinium11062",0,0,0,5,0,0,0,0,37,0,2,0,0,12,0
"Symbiodinium11064",106,60,212,119,716,57,53,0,247,259,265,107,180,60,223
"Symbiodinium11065",81,25,276,92,0,297,141,0,99,155,142,138,135,70,103
"Symbiodinium11067",47,27,182,14,20,0,25,0,77,48,0,29,11,43,4
"Symbiodinium11069",18,12,38,19,24,0,0,0,25,21,0,85,77,28,11
"Symbiodinium11073",18,109,133,86,305,163,58,0,85,35,124,90,210,47,117
"Symbiodinium11078",0,0,0,25,0,0,0,0,0,0,0,19,0,0,0
"Symbiodinium11080",0,0,23,0,0,0,0,0,33,0,12,0,0,0,0
"Symbiodinium11081",0,0,0,32,47,0,42,0,0,0,0,5,0,2,41
"Symbiodinium11084",0,13,0,0,0,0,0,0,0,0,0,10,0,0,49
"Symbiodinium11085",58,97,427,132,5,0,5,0,233,343,244,174,55,55,43
"Symbiodinium11090",17,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11093",6,0,0,0,0,0,61,0,0,0,0,14,0,16,0
"Symbiodinium11098",24,5,42,15,0,0,0,0,16,0,64,19,0,36,7
"Symbiodinium11099",1,8,2,23,1,0,0,0,45,60,0,0,145,8,0
"Symbiodinium11103",697,897,4160,2412,2990,256,4730,0,1787,2988,1595,1705,1516,1062,4343
"Symbiodinium11104",12,0,2,0,0,0,0,0,43,0,0,0,0,4,0
"Symbiodinium11105",8,0,103,17,0,0,14,0,20,111,55,34,8,10,0
"Symbiodinium11106",11,10,0,5,0,0,0,0,12,0,0,72,26,36,40
"Symbiodinium11109",43,0,0,0,0,0,5,0,3,0,0,11,0,10,0
"Symbiodinium11111",3,5,9,17,0,0,52,0,13,0,0,31,16,12,45
"Symbiodinium11115",242,260,623,337,366,299,972,0,332,525,229,258,405,268,309
"Symbiodinium11118",14,5,0,5,0,0,0,0,11,0,38,1,0,17,10
"Symbiodinium11119",14,0,29,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11122",78,19,62,54,0,7,40,0,58,35,69,55,141,72,0
"Symbiodinium11127",50,6,32,101,241,221,107,0,9,25,52,29,52,16,20
"Symbiodinium11129",29,0,0,2,0,0,0,0,23,56,0,81,0,29,3
"Symbiodinium11133",29,0,6,34,0,1,0,0,0,40,51,0,0,6,0
"Symbiodinium11135",102,82,155,170,438,0,141,0,127,175,62,87,72,90,340
"Symbiodinium11138",0,0,0,16,0,0,0,0,0,0,29,0,0,6,0
"Symbiodinium1114",29,1,20,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11140",46,48,10,13,0,0,26,0,33,0,16,0,27,22,1
"Symbiodinium11145",70,9,136,33,227,0,26,0,0,0,64,28,29,6,18
"Symbiodinium11146",13,17,85,11,5,0,0,0,32,41,30,83,21,24,11
"Symbiodinium11148",10,22,0,43,0,0,56,0,45,0,12,0,0,4,0
"Symbiodinium11150",89,68,200,64,287,0,118,0,134,34,182,186,41,58,216
"Symbiodinium11151",30,5,6,14,5,0,16,0,123,78,157,105,176,15,44
"Symbiodinium11155",20,25,27,21,0,0,48,0,0,36,29,19,45,12,12
"Symbiodinium11156",6,22,77,130,0,33,15,0,119,4,52,38,36,62,20
"Symbiodinium11164",31,15,0,21,0,190,0,0,11,0,131,22,43,3,28
"Symbiodinium11167",59,0,19,0,0,0,0,0,22,0,0,20,0,17,0
"Symbiodinium11174",32,0,0,10,0,0,0,0,0,0,31,0,7,1,46
"Symbiodinium11175",0,13,7,0,0,0,102,0,18,75,26,24,0,0,0
"Symbiodinium11176",0,0,30,16,0,0,0,0,0,0,93,0,0,4,0
"Symbiodinium11177",53,12,19,5,0,0,0,0,15,40,35,10,9,6,0
"Symbiodinium11183",3,0,6,0,0,0,0,0,0,19,0,23,0,0,0
"Symbiodinium11188",0,1,0,5,0,0,33,0,0,0,13,0,0,15,0
"Symbiodinium11189",0,0,0,0,21,0,39,0,0,0,0,0,4,0,0
"Symbiodinium11190",0,14,121,47,0,865,47,0,0,0,11,0,0,11,12
"Symbiodinium11192",10,14,3,17,0,0,0,0,25,2,66,0,0,12,114
"Symbiodinium11193",62,0,42,39,94,0,83,0,34,58,8,0,3,24,64
"Symbiodinium11203",0,0,44,0,0,0,0,0,0,0,0,19,0,7,0
"Symbiodinium11205",112,24,98,19,0,0,0,0,56,0,34,32,90,23,62
"Symbiodinium11206",0,1,21,0,0,0,0,0,0,0,0,0,21,16,23
"Symbiodinium11208",0,0,24,0,0,0,43,0,0,0,55,0,0,0,18
"Symbiodinium11209",0,0,0,6,0,0,0,0,17,0,48,11,0,2,0
"Symbiodinium11214",106,112,385,105,212,3,230,0,93,274,154,74,19,131,221
"Symbiodinium11215",8,0,5,26,0,0,0,0,32,33,16,1,12,31,17
"Symbiodinium11217",0,2,21,18,2,0,19,0,0,0,11,0,0,0,0
"Symbiodinium11220",43,0,4,5,0,0,0,0,72,0,3,25,23,13,0
"Symbiodinium11222",0,0,32,0,0,0,0,0,0,0,45,36,0,0,0
"Symbiodinium11223",13,5,38,32,0,0,82,0,104,129,81,20,14,53,31
"Symbiodinium11224",11,26,71,75,2,0,16,0,0,46,24,0,0,0,73
"Symbiodinium11229",0,0,21,4,0,0,0,0,8,39,0,0,53,0,0
"Symbiodinium1123",44,86,131,184,94,0,344,0,142,111,125,122,141,64,73
"Symbiodinium11231",42,29,25,71,0,0,45,0,45,75,140,87,11,26,15
"Symbiodinium11234",10,23,0,14,67,0,99,0,23,0,13,65,0,43,0
"Symbiodinium11235",0,29,0,18,0,0,0,0,40,21,0,14,0,20,29
"Symbiodinium11239",40,10,7,64,0,134,0,0,53,44,20,6,33,26,15
"Symbiodinium11243",0,0,0,14,0,0,0,0,0,0,42,0,9,0,0
"Symbiodinium11246",0,0,103,14,0,0,0,0,6,0,0,0,0,33,3
"Symbiodinium11249",24,10,53,41,0,0,20,0,0,82,0,28,26,14,0
"Symbiodinium11253",11,15,14,4,0,0,0,0,27,0,0,21,0,10,36
"Symbiodinium11254",0,1,0,0,0,0,0,0,14,0,0,0,0,20,0
"Symbiodinium11257",11,0,0,10,0,0,43,0,107,0,0,0,12,7,0
"Symbiodinium11261",47,5,62,5,0,0,28,0,83,24,9,86,74,16,37
"Symbiodinium11262",0,0,0,45,0,0,0,0,0,0,0,0,0,0,32
"Symbiodinium11265",0,1,40,13,0,0,0,0,24,0,79,43,2,13,0
"Symbiodinium11270",11,0,72,0,0,0,0,0,22,0,0,21,1,2,43
"Symbiodinium11276",8,0,0,54,1,0,0,0,37,20,0,1,0,6,50
"Symbiodinium11282",0,0,0,1,0,0,0,0,0,0,0,10,0,0,16
"Symbiodinium11286",0,0,16,0,136,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11287",3,0,2,23,0,0,0,0,43,0,36,117,65,39,0
"Symbiodinium11292",34,4,24,3,0,0,2,0,24,53,23,0,9,30,27
"Symbiodinium11293",3,0,7,0,0,123,0,0,19,0,0,17,8,14,0
"Symbiodinium11295",7,26,47,12,0,3,31,0,12,0,0,0,0,1,66
"Symbiodinium11297",0,0,0,0,0,0,93,0,0,0,0,36,14,2,0
"Symbiodinium11302",24,12,11,28,0,0,79,0,68,70,80,14,1,93,160
"Symbiodinium11306",18,0,8,34,0,0,0,0,15,0,2,10,7,0,21
"Symbiodinium11308",47,4,97,20,0,0,1,0,75,78,10,104,2,31,95
"Symbiodinium11309",0,0,44,14,0,0,3,0,16,0,0,0,0,0,0
"Symbiodinium11314",236,337,2006,450,1920,392,1689,0,656,1050,788,675,397,339,1941
"Symbiodinium11315",383,135,649,313,22,1,291,0,577,779,706,512,708,445,312
"Symbiodinium11319",103,41,234,100,1,188,363,0,74,284,191,150,104,44,226
"Symbiodinium11321",29,22,18,0,0,0,81,0,51,71,73,16,23,6,0
"Symbiodinium11324",31,39,2,13,0,0,33,0,29,0,52,5,4,7,0
"Symbiodinium11325",1,3,21,11,0,0,0,0,0,0,0,0,16,2,0
"Symbiodinium11326",24,19,0,0,0,0,85,0,13,107,53,9,33,19,26
"Symbiodinium11327",39,17,79,8,60,540,147,0,106,118,100,21,26,64,49
"Symbiodinium11337",445,185,1351,424,1750,971,1276,0,425,389,374,466,310,272,1584
"Symbiodinium11344",164,133,484,140,174,0,109,0,436,289,143,189,397,176,205
"Symbiodinium11346",38,8,40,0,486,0,117,0,77,49,46,49,29,18,84
"Symbiodinium11348",25,32,70,28,0,0,133,0,179,62,56,46,3,43,134
"Symbiodinium11350",0,0,46,0,0,0,0,0,0,0,0,0,0,3,16
"Symbiodinium11352",30,59,0,31,13,37,38,0,14,46,37,24,0,18,3
"Symbiodinium11353",4,5,138,14,36,106,80,0,50,15,173,33,13,23,107
"Symbiodinium11359",11,9,0,3,0,0,0,0,0,58,0,0,0,12,0
"Symbiodinium11365",0,48,48,5,0,0,0,0,0,46,0,36,0,0,36
"Symbiodinium11367",17,19,47,30,0,0,45,0,46,35,101,70,141,24,26
"Symbiodinium11369",1,48,82,84,75,0,48,0,20,153,173,71,10,45,1
"Symbiodinium11372",145,312,833,412,795,440,400,0,404,274,473,296,352,290,618
"Symbiodinium11374",61,0,24,66,0,0,0,0,50,131,0,0,0,4,42
"Symbiodinium11375",29,80,92,36,14,0,29,0,156,68,8,37,74,20,48
"Symbiodinium11382",19,0,62,0,0,0,1,0,30,51,0,57,0,0,0
"Symbiodinium11389",20,11,81,32,402,1,100,0,33,0,0,22,66,27,118
"Symbiodinium11391",72,31,93,42,0,0,28,0,0,0,1,2,50,23,0
"Symbiodinium11392",262,74,86,172,9,0,51,0,344,171,393,364,309,216,543
"Symbiodinium11396",22,14,98,60,0,0,0,0,16,64,138,60,37,58,106
"Symbiodinium11402",38,0,40,13,0,0,0,0,39,131,41,65,26,29,38
"Symbiodinium11407",261,112,640,321,258,0,487,0,204,378,311,483,240,151,724
"Symbiodinium11408",0,10,48,0,0,0,0,0,0,0,11,0,0,0,0
"Symbiodinium11412",83,8,133,79,309,215,185,0,193,53,245,33,173,66,83
"Symbiodinium11413",44,24,293,115,184,0,116,0,61,255,167,65,65,166,133
"Symbiodinium11420",9,106,191,81,405,0,34,0,20,59,52,29,121,36,61
"Symbiodinium11426",2749,1917,8785,3131,3492,1542,1097,0,2434,3638,6520,5028,2052,1444,2924
"Symbiodinium11432",29,0,0,0,0,0,0,0,0,0,70,0,0,0,14
"Symbiodinium11434",28,0,26,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11444",16,15,37,21,29,0,60,0,11,28,47,0,57,46,1
"Symbiodinium11446",0,0,0,33,0,0,0,0,18,0,6,0,0,1,0
"Symbiodinium11449",0,18,66,19,0,0,14,0,34,81,0,19,6,2,22
"Symbiodinium11451",38,0,86,36,0,52,41,0,42,100,1,24,96,15,117
"Symbiodinium11452",10,10,0,0,0,0,0,0,0,0,0,24,20,0,0
"Symbiodinium11455",5,0,29,0,0,0,0,0,0,0,0,14,0,9,0
"Symbiodinium11457",95,58,81,0,16,0,1,0,52,0,78,192,203,66,44
"Symbiodinium11458",66,173,334,273,565,91,145,0,200,596,90,73,127,164,394
"Symbiodinium11462",309,195,1056,440,281,45,496,0,469,405,728,556,390,505,611
"Symbiodinium11463",0,0,48,38,0,0,8,0,0,0,0,0,2,0,0
"Symbiodinium11468",15,0,19,0,178,0,0,0,0,0,87,0,0,3,0
"Symbiodinium11469",0,13,18,0,0,0,0,0,0,0,0,0,0,0,1
"Symbiodinium11470",0,20,0,6,0,0,33,0,2,0,26,42,0,13,18
"Symbiodinium11473",35,0,15,0,28,0,0,0,35,18,0,9,7,0,49
"Symbiodinium11475",124,40,48,2,0,8,0,0,2,19,0,34,89,17,34
"Symbiodinium11476",60,12,83,25,162,1,131,0,75,104,70,89,4,17,70
"Symbiodinium11478",64,14,241,58,2,0,76,0,144,183,168,147,105,43,281
"Symbiodinium11482",0,12,21,15,0,83,26,0,0,0,19,25,1,0,50
"Symbiodinium11487",21,0,0,0,0,0,0,0,16,0,0,0,2,33,0
"Symbiodinium11488",631,102,466,338,134,2,230,0,771,392,982,776,896,447,1234
"Symbiodinium11490",29,28,70,0,2,0,123,0,153,125,43,125,26,32,64
"Symbiodinium11491",8,2,23,4,0,0,1,0,21,0,24,51,1,6,0
"Symbiodinium11493",0,6,0,0,12,0,18,0,0,0,0,0,0,0,0
"Symbiodinium11497",0,0,41,0,0,0,0,0,0,0,0,0,0,18,0
"Symbiodinium11502",0,0,27,25,0,0,37,0,45,0,19,0,0,0,0
"Symbiodinium11505",0,0,18,0,0,0,0,0,0,0,0,0,0,3,11
"Symbiodinium11513",0,31,11,12,1,0,27,0,16,0,9,33,25,21,32
"Symbiodinium11514",0,8,17,27,0,0,0,0,0,30,0,0,0,0,0
"Symbiodinium11515",30,9,59,28,0,0,1,0,46,0,34,100,27,68,47
"Symbiodinium11516",0,0,3,18,0,8,0,0,0,0,0,0,13,6,2
"Symbiodinium11518",18,40,107,24,18,55,0,0,29,60,0,17,11,11,34
"Symbiodinium11522",57,66,224,94,40,0,55,0,176,232,252,128,180,29,205
"Symbiodinium11523",14,4,37,37,9,13,0,0,144,20,183,118,76,21,239
"Symbiodinium11527",4,0,0,0,0,0,0,0,35,0,54,0,0,2,31
"Symbiodinium11529",36,0,188,16,0,0,4,0,34,47,108,43,79,12,62
"Symbiodinium11534",16,4,19,29,21,0,58,0,35,0,26,64,38,58,1
"Symbiodinium11538",2,0,11,0,250,0,0,0,0,0,0,0,6,0,0
"Symbiodinium11540",0,5,0,0,0,0,0,0,0,0,0,0,44,16,2
"Symbiodinium11545",44,19,63,23,16,0,103,0,80,0,35,64,15,23,50
"Symbiodinium11547",0,0,0,0,0,0,0,0,10,0,29,0,0,0,0
"Symbiodinium11548",1,1,29,19,0,0,56,0,10,68,0,39,32,25,47
"Symbiodinium11550",7,18,137,23,0,0,73,0,2,85,101,34,84,25,209
"Symbiodinium11553",23,22,33,27,122,0,48,0,19,79,38,2,9,38,153
"Symbiodinium11554",11,3,0,13,32,0,0,0,28,0,0,1,0,6,0
"Symbiodinium11558",64,3,29,7,11,0,74,0,28,58,32,21,0,18,0
"Symbiodinium11561",64,0,9,0,0,0,3,0,39,0,118,43,7,36,46
"Symbiodinium11565",48,63,205,85,12,150,63,0,40,89,108,99,49,103,166
"Symbiodinium11577",0,0,15,0,0,0,42,0,22,0,0,0,0,11,0
"Symbiodinium11581",6,2,16,12,0,0,12,0,73,16,27,0,60,32,47
"Symbiodinium11582",18,9,55,71,0,0,48,0,167,20,150,42,31,14,110
"Symbiodinium11583",38,0,0,0,0,0,0,0,15,5,28,0,0,1,80
"Symbiodinium11584",20,0,0,0,0,0,0,0,25,32,4,15,78,2,0
"Symbiodinium11586",69,14,55,8,27,79,31,0,46,60,59,74,72,34,70
"Symbiodinium11587",0,0,0,8,0,0,0,0,0,0,10,14,9,2,0
"Symbiodinium11588",0,0,40,23,0,0,49,0,0,0,2,0,0,0,0
"Symbiodinium11590",1035,432,1193,509,3140,965,1258,0,593,882,1057,1536,832,587,3323
"Symbiodinium11592",22,13,0,0,0,0,0,0,0,0,0,9,0,4,0
"Symbiodinium11594",266,380,1001,440,1932,630,954,0,831,726,775,640,413,416,1590
"Symbiodinium11596",0,23,22,0,0,0,24,0,0,0,0,0,0,0,0
"Symbiodinium11597",1877,1484,5406,1940,4928,1455,4067,0,1582,3264,2030,2607,1700,1184,6600
"Symbiodinium11598",44,0,93,14,0,0,22,0,3,6,37,0,0,22,0
"Symbiodinium11599",0,12,71,72,0,0,0,0,0,0,78,0,0,0,0
"Symbiodinium11601",12,55,108,51,221,12,153,0,130,27,56,76,157,52,32
"Symbiodinium11602",31,18,87,53,0,0,0,0,31,101,60,78,36,13,32
"Symbiodinium11604",148,12,233,22,43,0,82,0,238,29,103,162,72,92,48
"Symbiodinium11612",20,17,0,0,0,0,0,0,26,0,0,0,6,4,103
"Symbiodinium11614",0,0,0,0,0,0,0,0,0,0,0,18,22,1,0
"Symbiodinium11615",8,5,15,10,0,0,0,0,0,0,0,0,0,0,57
"Symbiodinium11621",21,3,26,60,0,0,0,0,47,4,32,26,141,49,0
"Symbiodinium11623",32,9,96,15,0,0,0,0,2,21,0,0,34,29,28
"Symbiodinium11638",125,23,58,59,5,0,0,0,58,0,0,53,37,15,2
"Symbiodinium11640",205,175,728,391,258,135,454,0,482,446,614,798,178,354,1294
"Symbiodinium11641",9,10,25,41,0,0,2,0,17,34,4,15,8,23,13
"Symbiodinium11644",0,16,0,0,0,0,15,0,0,0,0,0,27,4,0
"Symbiodinium11645",70,38,105,63,0,0,61,0,43,346,83,15,155,116,31
"Symbiodinium11646",0,3,0,18,0,0,0,0,7,16,0,46,57,4,5
"Symbiodinium11649",30,121,335,251,96,0,109,0,128,157,168,79,51,68,136
"Symbiodinium11656",28,7,44,28,83,1,31,0,41,31,46,79,62,67,128
"Symbiodinium11658",2,18,21,13,0,352,159,0,31,45,75,6,14,26,120
"Symbiodinium11660",120,7,102,11,262,0,60,0,26,0,47,76,102,35,20
"Symbiodinium11665",25,8,12,0,0,77,18,0,14,121,13,7,26,18,9
"Symbiodinium11666",23,0,80,3,253,0,36,0,39,57,32,72,10,26,42
"Symbiodinium11667",277,344,1824,683,159,0,65,0,520,181,285,836,266,155,308
"Symbiodinium11669",4,5,36,67,0,0,66,0,92,66,33,30,3,28,32
"Symbiodinium11670",38,30,0,23,6,3,33,0,78,33,0,33,58,12,150
"Symbiodinium11673",0,0,15,1,0,0,0,0,0,17,0,0,1,0,0
"Symbiodinium11676",47,72,251,132,157,0,312,0,43,213,82,111,121,72,89
"Symbiodinium11677",4,0,1,0,0,0,0,0,14,0,0,7,11,2,42
"Symbiodinium11678",74,356,820,328,1354,113,1231,0,86,232,183,303,258,46,568
"Symbiodinium11683",652,344,1284,618,1060,67,1259,0,714,1119,967,1292,405,313,2065
"Symbiodinium11685",44,33,51,7,0,89,46,0,102,192,12,25,12,75,72
"Symbiodinium11686",18,29,0,70,128,0,0,0,24,58,165,10,1,53,132
"Symbiodinium11687",67,12,99,0,1,0,0,0,29,38,84,16,0,10,0
"Symbiodinium11699",71,35,113,22,2,0,0,0,121,96,97,160,9,68,9
"Symbiodinium11700",43,5,74,53,177,15,62,0,8,88,99,160,8,27,38
"Symbiodinium11703",15,14,149,11,0,0,14,0,2,53,0,27,36,21,76
"Symbiodinium11704",45,41,58,28,2,0,23,0,80,73,3,23,0,34,0
"Symbiodinium11713",13,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"Symbiodinium11715",20,0,0,15,0,0,2,0,0,0,0,0,0,0,0
"Symbiodinium11719",296,161,483,254,2,0,30,0,278,433,398,162,250,184,151
"Symbiodinium11720",348,133,572,268,220,289,508,0,483,446,751,509,493,310,467
"Symbiodinium11722",18,13,40,32,18,89,55,0,45,77,76,65,72,47,38
"Symbiodinium11724",51,29,124,22,239,0,36,0,93,56,21,62,35,33,112
"Symbiodinium11726",71,170,476,223,564,68,367,0,183,185,243,209,69,97,190
"Symbiodinium11728",0,19,0,49,0,0,32,0,1,0,0,36,0,17,111
"Symbiodinium11730",0,0,47,0,0,0,38,0,22,0,0,0,0,0,0
"Symbiodinium11738",1,8,53,47,14,0,0,0,68,0,46,40,0,35,26
"Symbiodinium11739",220,116,373,165,37,0,149,0,352,379,831,286,183,128,312
"Symbiodinium11740",39,61,187,113,71,0,0,0,120,26,138,193,187,104,129
"Symbiodinium11741",137,59,33,49,0,0,28,0,184,51,164,57,239,69,148
"Symbiodinium11744",0,0,0,44,0,0,0,0,0,27,0,0,0,0,0
"Symbiodinium11745",14,0,16,5,26,0,0,0,8,132,51,29,12,34,36
"Symbiodinium11746",0,12,0,0,0,0,0,0,35,0,0,13,23,0,0
"Symbiodinium11749",3,0,0,0,0,0,0,0,0,20,24,0,1,0,36
"Symbiodinium11750",0,27,1,3,0,0,49,0,0,0,5,0,0,15,0
"Symbiodinium11752",4,46,0,39,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium11762",3,6,35,0,13,0,44,0,26,49,10,14,1,4,50
"Symbiodinium11764",0,1,6,0,0,0,0,0,17,0,90,0,17,0,0
"Symbiodinium11765",35,23,138,47,162,3,23,0,99,225,92,78,16,62,163
"Symbiodinium11768",0,0,0,0,0,0,50,0,0,0,46,0,2,18,0
"Symbiodinium11771",0,3,0,16,0,0,39,0,0,0,63,0,38,0,0
"Symbiodinium11778",0,13,0,4,0,0,43,0,0,0,0,19,0,25,0
"Symbiodinium11781",27,26,95,4,0,0,82,0,46,29,17,8,36,49,63
"Symbiodinium11784",0,1,35,23,0,0,0,0,44,1,0,0,51,6,9
"Symbiodinium11785",13,1,101,13,0,0,5,0,121,54,59,117,54,3,6
"Symbiodinium11791",0,0,0,0,0,0,0,0,37,39,0,10,0,12,0
"Symbiodinium11793",87,120,338,152,125,14,387,0,151,165,197,271,318,142,530
"Symbiodinium11795",0,0,15,0,0,0,0,0,0,0,0,29,0,5,0
"Symbiodinium11800",5,1,18,1,0,135,0,0,16,0,0,14,0,0,0
"Symbiodinium11809",228,84,353,70,1,0,9,0,267,62,317,198,265,150,107
"Symbiodinium11817",55,17,216,147,4,0,64,0,34,152,102,117,43,21,119
"Symbiodinium11819",0,0,0,10,0,0,0,0,0,0,0,0,0,1,62
"Symbiodinium1182",22,2,0,34,0,0,26,0,0,5,85,45,11,0,0
"Symbiodinium11821",107,61,253,87,18,3,65,0,127,62,192,181,127,48,346
"Symbiodinium11822",7,0,25,4,26,0,0,0,22,76,110,0,0,0,50
